PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SHOT_TYPE,SHOT_DISTANCE,SHOT_MADE_FLAG,YEAR,MONTH,DAY,HOME,Above the Break 3,Backcourt,In The Paint (Non-RA),Left Corner 3,Mid-Range,Restricted Area,Right Corner 3,Back Court(BC),Center(C),Left Side Center(LC),Left Side(L),Right Side Center(RC),Right Side(R),Driving Layup Shot,Jump Shot,Layup Shot,Pullup Jump shot,Step Back Jump shot,LOC_RATIO
3,9,11,0,1,1,2014,2,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.07288908565033508
3,8,24,1,25,1,2014,2,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14.588697897450961
3,6,1,1,26,0,2014,2,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.1182993957160138
3,5,56,1,24,1,2014,2,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.7143075058180872
3,5,22,1,25,0,2014,2,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.295211960969797
1,6,38,0,2,0,2014,2,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.002866783988327246
2,6,6,1,28,1,2014,2,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.479981553714862
2,3,39,1,26,1,2014,2,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-6.2332459562122935
3,6,10,0,2,0,2014,2,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.008600351964981738
3,4,59,0,19,1,2014,2,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,24.696828016362126
3,0,1,1,25,1,2014,2,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0035327977491273576
4,11,33,1,26,1,2014,2,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.04343991366130472
4,11,4,0,0,1,2014,2,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.036743911592583674
4,10,16,0,2,0,2014,2,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.09448585176895288
4,1,37,0,1,0,2014,2,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.024839595324427123
4,0,47,0,14,1,2014,2,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4411071260468793
1,11,14,0,15,0,2014,2,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7722493832428738
1,4,12,1,25,1,2014,2,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.061192579283006
1,3,40,0,21,1,2014,2,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-3.998329440684136
2,3,11,0,4,0,2014,2,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2025607112113384
2,0,32,1,25,0,2014,2,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.2356455316964883
3,10,43,0,9,0,2014,2,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.5517099494579911
3,5,55,0,7,0,2014,2,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.43405866688143946
3,3,33,1,25,0,2014,2,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.480250858754435
4,6,11,0,3,0,2014,2,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.16729188470961454
4,5,26,0,2,1,2014,2,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.07166959970818114
4,2,36,1,23,0,2014,2,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.7186756637628007
1,7,37,0,8,0,2014,2,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.474281408295643
2,4,29,1,25,1,2014,2,20,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.43708167659332287
2,0,1,1,34,0,2014,2,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5784040586323715
3,11,45,1,26,1,2014,2,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9154810601664619
3,10,52,1,25,1,2014,2,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.882279827306473
3,8,24,0,19,0,2014,2,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-10.176714816259844
3,7,31,1,23,0,2014,2,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.3598421631631432
3,4,30,1,27,0,2014,2,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.7988151892366555
4,5,32,1,26,1,2014,2,20,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.041208862808973554
5,4,2,1,26,1,2014,2,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.9012347776888743
1,7,59,1,26,1,2014,2,22,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4006370651909943
1,6,28,1,25,1,2014,2,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.4494147345545367
1,5,30,0,2,0,2014,2,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.10525618214431777
2,2,30,1,26,0,2014,2,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5122556736234669
2,0,49,0,19,1,2014,2,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6482972868464443
3,7,21,0,21,0,2014,2,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.382411031588668
3,4,55,0,7,0,2014,2,22,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4230397456480516
3,3,41,0,18,0,2014,2,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.8186777478225395
1,10,54,1,26,0,2014,2,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.1359858903804005
1,5,39,1,26,1,2014,2,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2049680130430507
1,4,35,1,26,0,2014,2,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6700503818370469
1,2,43,1,26,1,2014,2,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.1957750867783394
2,4,49,1,25,0,2014,2,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21.931217175127948
2,2,8,0,7,0,2014,2,24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.36734054991570825
2,2,2,1,26,1,2014,2,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.946407753739994
3,10,31,0,17,0,2014,2,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-2.6717366915086833
3,8,41,1,26,0,2014,2,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.19195417094507924
3,6,38,1,23,0,2014,2,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.2337299703352833
3,3,12,0,19,0,2014,2,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,18.348518757275365
3,2,32,1,25,0,2014,2,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.817929630266228
4,9,33,0,18,1,2014,2,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-19.85431271903622
4,3,9,0,15,1,2014,2,24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7.891691665522246
4,0,32,0,15,1,2014,2,24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.093404769957907
1,7,49,1,25,1,2014,2,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7637379085647019
1,7,17,1,24,0,2014,2,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.40294037872745403
2,5,40,0,12,0,2014,2,26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6994972607455254
2,0,9,1,25,0,2014,2,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8241465566997631
3,6,12,1,24,0,2014,2,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1476118219100574
3,0,27,0,17,0,2014,2,26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2953408308429765
4,11,24,0,1,0,2014,2,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.07661278188377563
4,9,58,1,24,0,2014,2,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0831415895572207
1,10,10,0,20,0,2014,2,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.967766115195598
1,8,59,0,20,1,2014,2,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7759073993764918
1,8,40,1,22,0,2014,2,28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.4014075020579047
1,5,51,1,25,1,2014,2,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-25.122302764207795
1,4,53,1,24,0,2014,2,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.2223654483640654
1,2,28,1,23,1,2014,2,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.3598421631631432
2,6,24,1,25,1,2014,2,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.8743672513796394
2,5,41,1,24,0,2014,2,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.12367476970842647
2,2,46,1,25,1,2014,2,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6287634161795749
3,7,31,1,24,0,2014,2,28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.377707562673656
3,5,42,0,22,0,2014,2,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9109532595383052
3,3,25,1,24,1,2014,2,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-13.533184871278799
3,2,53,1,24,0,2014,2,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.1232400998316217
3,1,7,1,27,0,2014,2,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.008691366938550465
3,0,40,0,20,0,2014,2,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3336583405277773
1,10,57,1,27,0,2014,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.4798990070044604
1,9,8,0,20,1,2014,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.4216014624159258
1,5,42,0,19,1,2014,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.027213696661081803
1,5,16,0,15,1,2014,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.04733355728492951
1,3,39,1,24,1,2014,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.2721925210158946
1,3,0,1,26,0,2014,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.480112157661767
2,4,37,1,24,1,2014,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7438369872866855
2,3,55,1,25,0,2014,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.343723288547768
2,3,34,0,18,0,2014,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-12.849113121427902
2,3,28,0,14,0,2014,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-4.156662866283745
2,3,1,0,19,0,2014,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4.4862649073421315
2,1,23,0,14,0,2014,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.3465630387704723
3,11,43,0,1,1,2014,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.008218612792142789
3,7,2,1,24,1,2014,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.9883955778236004
3,4,25,1,24,0,2014,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.03629660590968351
3,1,17,0,1,1,2014,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.055478221364113386
3,0,39,1,25,0,2014,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.01020883108125411
4,7,29,1,24,0,2014,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.3996217456349351
4,4,29,0,1,1,2014,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.08308181178822117
4,3,41,0,17,0,2014,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.043021129202374664
4,2,54,1,25,0,2014,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1828701716630656
4,0,43,1,24,1,2014,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.049721011853926245
1,11,38,0,12,0,2014,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.0658471464800376
1,9,24,0,22,0,2014,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-11.56386634189005
1,7,45,0,1,1,2014,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.01369768798690465
1,7,28,1,24,0,2014,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3790033265258231
1,6,33,1,24,1,2014,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.9349203250599607
1,3,26,0,18,0,2014,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,42.03482157271942
1,2,5,0,16,1,2014,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.024981766681972252
1,1,30,0,11,0,2014,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.6452033877937069
2,0,40,0,17,0,2014,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9299802803391208
3,9,58,0,16,1,2014,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-2.4874789886460156
3,9,33,1,25,1,2014,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.179465187065379
3,5,28,0,12,0,2014,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7308013910998951
3,5,14,0,16,0,2014,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.8661892595560126
3,4,38,1,25,0,2014,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.018364776327450545
4,2,44,1,25,0,2014,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.8261110842764103
1,7,13,0,0,0,2014,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.033160835318172495
1,2,8,0,20,1,2014,3,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,26.44013352339945
2,4,23,1,25,0,2014,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.788969841884348
2,2,33,1,24,0,2014,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.7353662405439674
2,1,8,0,15,1,2014,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-5.520467438951534
2,0,43,0,17,1,2014,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.1477373027847646
3,8,17,1,25,0,2014,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0801705403137203
3,6,59,1,25,1,2014,3,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36.62099615573806
1,4,43,0,1,1,2014,3,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.05243914568490171
2,6,47,0,13,1,2014,3,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.3130913491187932
2,6,21,1,25,0,2014,3,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1751597023867229
2,4,20,1,25,1,2014,3,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.242261142625228
2,3,58,1,26,0,2014,3,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.08962589407331675
2,1,17,0,19,0,2014,3,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-5.157527085858444
3,10,39,1,27,0,2014,3,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.9502604536362993
3,7,34,0,18,0,2014,3,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.368416835004101
1,10,17,1,23,0,2014,3,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.24958089072503
1,9,30,0,19,0,2014,3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.2503387679549096
2,5,34,0,17,1,2014,3,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-8.757241184306531
2,2,4,1,24,0,2014,3,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.21800751351336894
2,1,31,0,18,1,2014,3,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.450022359088339
3,10,40,0,1,1,2014,3,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.05092111045084524
3,8,42,1,25,0,2014,3,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1236479212194575
3,6,8,0,18,0,2014,3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70.20090135478229
3,5,37,1,27,1,2014,3,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9905955438589922
3,3,38,0,22,0,2014,3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.726701138039653
4,6,44,0,2,1,2014,3,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.1120002719186551
4,5,0,0,15,0,2014,3,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.1833389321232377
4,2,48,1,26,0,2014,3,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.260992040454343
4,2,2,0,18,1,2014,3,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-12.333084482013128
4,0,47,0,18,0,2014,3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.1673807720562555
1,5,56,0,19,0,2014,3,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.2016618929912788
2,4,19,0,14,1,2014,3,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.6876875428870957
2,3,35,0,11,0,2014,3,11,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9394911557414428
2,2,42,1,25,0,2014,3,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6831768891178724
2,2,11,1,28,0,2014,3,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.687693424841445
3,11,49,1,25,0,2014,3,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.1660414942089858
3,9,19,0,1,1,2014,3,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.08368746870964398
3,7,57,0,18,0,2014,3,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-4.900568441011404
4,6,38,1,25,0,2014,3,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.04681967447044149
4,5,50,0,2,0,2014,3,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.07337363364456778
4,5,7,1,27,1,2014,3,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.691866958084048
1,8,31,0,18,0,2014,3,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-5.084110330187862
1,7,46,0,16,0,2014,3,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.652483594611496
1,7,17,0,21,1,2014,3,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.005712741818918103
2,7,0,1,26,0,2014,3,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.5540318377394313
2,6,28,1,25,1,2014,3,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.4463999220634975
2,3,59,0,17,1,2014,3,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4.071794033828991
2,3,40,1,24,0,2014,3,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9.119840647416606
3,9,20,0,1,1,2014,3,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.05795905575699663
3,5,23,1,24,1,2014,3,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.7312461065120526
3,4,49,1,25,0,2014,3,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.0325859350135564
4,6,33,0,21,0,2014,3,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.3101496923899565
1,7,48,0,22,0,2014,3,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.2084920430603101
1,7,18,1,25,1,2014,3,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7208198316251662
1,5,58,0,1,0,2014,3,14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.049488492243126674
1,3,47,0,2,0,2014,3,14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.08818761206686083
2,4,8,1,24,0,2014,3,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.94529085943225
2,1,50,1,26,0,2014,3,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.7456550783524971
3,11,8,1,25,1,2014,3,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2818551232666695
3,10,10,1,27,0,2014,3,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.3356083836944412
3,7,30,1,26,1,2014,3,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0449754955512764
3,6,57,1,23,1,2014,3,14,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.2499128391150054
3,4,59,0,17,1,2014,3,14,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.056275750799702
3,4,38,0,19,0,2014,3,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,18.655606937313443
4,7,55,1,26,0,2014,3,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.12253103745255386
4,5,37,1,26,1,2014,3,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5284115027359811
4,4,38,1,25,0,2014,3,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.12947831523994238
1,9,39,0,22,0,2014,3,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-11.4975526065182
1,7,21,1,25,0,2014,3,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.07713206057529229
1,6,16,0,0,0,2014,3,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.0380007465430043
2,6,4,1,24,0,2014,3,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.011474079658598365
2,3,21,0,21,1,2014,3,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5633088429462826
2,2,44,1,24,0,2014,3,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.142821542463795
2,1,55,0,14,1,2014,3,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-7.870056205693081
2,0,9,1,24,1,2014,3,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.267874638432954
3,11,34,0,17,1,2014,3,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.196869265240763
3,10,19,1,24,0,2014,3,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.4561072143554474
3,8,2,0,1,0,2014,3,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.08368746870964398
3,5,47,0,2,1,2014,3,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.11693608035052679
3,4,16,0,20,0,2014,3,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.006880261514960554
3,3,28,0,2,0,2014,3,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.1268810009468796
3,1,59,1,24,1,2014,3,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.45572405197713745
3,0,0,1,48,0,2014,3,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.500359078566932
4,10,51,1,24,1,2014,3,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.035905578302446395
4,9,41,0,19,1,2014,3,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.955737741387556
4,8,56,1,26,1,2014,3,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.2621127026930927
4,5,7,1,24,1,2014,3,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.5237810777111123
