PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SHOT_TYPE,SHOT_DISTANCE,SHOT_MADE_FLAG,YEAR,MONTH,DAY,HOME,Above the Break 3,Backcourt,In The Paint (Non-RA),Left Corner 3,Mid-Range,Restricted Area,Right Corner 3,Back Court(BC),Center(C),Left Side Center(LC),Left Side(L),Right Side Center(RC),Right Side(R),Driving Layup Shot,Jump Shot,Layup Shot,Pullup Jump shot,Step Back Jump shot,LOC_RATIO
4,4,3,1,24,0,2014,3,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.6045294282515384
4,1,22,0,15,0,2014,3,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.1645631557002805
1,9,53,1,25,0,2014,3,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.044238268018767804
1,8,46,1,25,0,2014,3,18,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.38264860710198
1,8,25,0,15,1,2014,3,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3392720441267665
1,4,46,1,25,1,2014,3,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4656282314460835
1,3,36,0,19,1,2014,3,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.9768575665987784
2,4,47,0,19,1,2014,3,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,7.424451940917298
2,4,10,0,15,1,2014,3,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.04733355728492951
3,9,22,1,23,1,2014,3,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.3807659816164861
3,7,51,1,23,1,2014,3,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.1982902076560689
3,4,13,1,27,0,2014,3,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.948044960251073
1,10,0,0,17,1,2014,3,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-55.71999793630702
1,9,31,1,24,1,2014,3,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-36.89996656562341
1,4,53,0,1,0,2014,3,20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.05753028954499953
2,7,37,1,26,1,2014,3,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-5.607087172709498
2,5,50,0,22,0,2014,3,20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.05164870002757
2,0,0,1,51,0,2014,3,20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.35970914874088405
4,7,53,1,25,1,2014,3,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.1672698896263272
4,3,27,1,22,0,2014,3,20,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.1577560780101976
4,2,30,0,1,0,2014,3,20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.053232618069090555
1,9,23,1,22,1,2014,3,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.165730903108064
1,6,12,1,24,0,2014,3,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.1890866964276345
2,6,16,0,19,1,2014,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.2899787288157554
2,4,14,0,20,1,2014,3,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-8.177161354282186
2,3,46,0,1,0,2014,3,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.06748989412068063
3,9,49,0,11,0,2014,3,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6737299652913414
3,7,14,1,26,0,2014,3,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.4287323147810755
3,4,5,0,1,0,2014,3,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.024655838376428367
4,11,25,1,25,0,2014,3,22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.189562944005662
4,10,17,0,1,0,2014,3,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.035879415468616956
4,7,57,0,1,0,2014,3,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.03698190183449002
1,8,32,1,25,1,2014,3,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.009262364760276
1,4,47,0,12,0,2014,3,28,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.0702297595929142
2,4,31,0,19,1,2014,3,28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.171497711306755
2,3,28,0,20,0,2014,3,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-581.6451394712627
2,2,10,0,17,1,2014,3,28,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3264293393527635
2,1,30,0,21,0,2014,3,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.641537557950877
2,0,1,0,1,1,2014,3,28,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.056691511061371734
3,9,49,1,26,0,2014,3,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.1359858903804005
3,7,7,1,27,1,2014,3,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.975296770980861
3,5,57,1,26,1,2014,3,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2.0789289342318695
3,2,49,1,25,1,2014,3,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.017497069627019243
3,2,14,1,23,0,2014,3,28,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.4220399175317076
3,0,6,1,27,0,2014,3,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.49133644118391545
4,6,38,0,19,1,2014,3,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.752354117730402
4,5,28,0,17,0,2014,3,28,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8841507029005667
4,3,44,0,12,0,2014,3,28,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0431099502345553
4,1,21,1,26,1,2014,3,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5798436607493139
1,10,36,1,26,1,2014,3,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.2840302047085309
1,4,30,1,25,1,2014,3,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.010498241776211545
2,6,21,1,25,0,2014,3,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.330815216016507
2,4,14,0,21,0,2014,3,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5284196676427548
2,0,6,0,10,0,2014,3,30,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.29043925156661643
3,11,0,0,18,1,2014,3,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-25.29927353403388
3,8,11,1,25,0,2014,3,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.647522383150519
3,5,21,0,18,1,2014,3,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-14.509916506799344
3,4,29,1,25,0,2014,3,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.9821073235559639
3,2,2,1,26,1,2014,3,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4304279128246734
3,1,21,1,27,0,2014,3,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.01659786207809
3,0,3,0,19,1,2014,3,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-11.420733894740776
4,11,32,1,25,1,2014,3,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.8834183761536374
4,10,0,1,25,1,2014,3,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.191848198120768
4,8,47,0,5,0,2014,3,30,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2732961976660915
4,8,11,0,19,0,2014,3,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,522.8506849398715
4,2,42,1,23,1,2014,3,30,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.157124480393044
4,2,11,1,26,0,2014,3,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.7799042069696362
4,0,30,1,26,0,2014,3,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.23480311486884453
1,8,32,0,2,1,2014,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.12241890186457649
1,6,24,1,26,0,2014,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.6543962826944896
2,5,15,1,26,0,2014,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.3882518964747477
2,1,35,1,25,0,2014,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.5785740972726705
3,10,29,1,23,1,2014,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.759648310168339
3,9,4,0,1,1,2014,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.07695550644938763
3,2,53,1,23,1,2014,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.017379529103
3,0,54,1,24,1,2014,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-4.060365360266657
4,9,4,1,24,0,2014,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.6783416826432624
4,4,55,1,25,0,2014,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7045894715483447
4,0,4,0,22,0,2014,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.7577667269696584
5,1,42,0,15,1,2014,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5435992574286188
5,1,8,0,22,0,2014,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.45490322958864776
5,0,0,0,20,1,2014,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.135624155635826
1,10,59,0,20,1,2014,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.72603438494202
1,10,27,0,19,0,2014,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.7228223988060336
1,7,14,0,17,0,2014,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.246248486879072
1,0,2,0,2,0,2014,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.14539750870275636
2,4,43,0,17,1,2014,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5157263953278752
2,3,17,1,24,0,2014,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3319558408401482
2,1,40,1,25,0,2014,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.029677146913363
2,1,13,0,15,0,2014,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.116567559828161
3,10,46,1,28,0,2014,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-7.382517704537712
3,7,29,0,19,1,2014,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.025942730598658117
3,6,51,1,25,1,2014,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8039369176419128
3,5,7,0,11,0,2014,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2058760416612428
3,0,42,0,18,0,2014,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.88720778873318
1,9,7,1,25,0,2014,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.912773983191223
1,3,14,0,17,1,2014,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.561670240910383
1,2,48,0,20,0,2014,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.001819776070147
1,1,54,1,25,0,2014,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0125859087645654
2,7,40,1,23,1,2014,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.7092903573927716
2,2,43,1,25,1,2014,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-9.917761372742984
2,2,14,0,19,0,2014,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.914961326951521
3,5,32,1,27,0,2014,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9982449302980578
3,3,57,0,20,0,2014,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1041346678143351
3,3,31,0,19,1,2014,4,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-3.669292648472142
3,2,45,0,18,0,2014,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.49777627681143
1,11,5,1,27,1,2014,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9933876663676836
1,8,33,1,27,1,2014,4,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4047295336328054
1,6,22,1,26,1,2014,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-6.264334464722081
1,5,50,1,25,1,2014,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3403976965384181
1,4,42,1,27,0,2014,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1307118301487571
3,10,31,1,27,0,2014,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.11155724274868843
3,8,44,0,18,1,2014,4,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4.022064435797533
3,8,3,1,31,1,2014,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.166194605215027
3,7,15,1,30,0,2014,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.3785930801949684
3,5,5,0,20,1,2014,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.1909538431129028
3,4,18,1,26,0,2014,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.4313373945716887
3,2,0,0,17,1,2014,4,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.7830413378126184
3,0,3,1,29,0,2014,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.6971900752695228
1,10,47,1,26,1,2014,4,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-4.730884410585921
1,9,28,1,30,0,2014,4,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.5460325339267553
1,3,33,0,22,0,2014,4,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10.553342018439308
2,5,39,0,1,1,2014,4,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.04049393647240838
2,0,30,1,27,0,2014,4,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.014599830108562665
3,9,52,1,26,1,2014,4,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8943280888516933
3,9,1,0,1,1,2014,4,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.05205121435023767
3,6,56,0,22,0,2014,4,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.129474968446929
3,6,34,0,22,0,2014,4,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7940711128296163
3,5,57,0,18,0,2014,4,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-4.5587985284111765
4,7,38,0,14,1,2014,4,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.750457058813671
4,6,26,0,19,0,2014,4,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.1653968365195246
4,5,25,0,1,1,2014,4,10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.06887250412235828
4,3,22,0,19,1,2014,4,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.2899787288157554
4,2,52,1,25,0,2014,4,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-8.204322446187632
4,0,0,1,29,0,2014,4,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.1790186402223248
1,11,43,0,13,1,2014,4,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.4294152013448054
1,10,38,0,20,0,2014,4,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9871864247874147
1,9,41,0,3,0,2014,4,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.06216928774823907
1,6,39,0,16,1,2014,4,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.6764891479490673
1,6,18,0,2,1,2014,4,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.09956665878516545
1,3,48,1,25,1,2014,4,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.8632468424037911
2,5,37,0,19,1,2014,4,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.5875436274717711
2,4,51,1,26,0,2014,4,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.11094693833185187
2,1,49,0,18,1,2014,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0829948325938203
2,1,22,1,26,1,2014,4,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.1450375707818379
3,7,10,0,19,0,2014,4,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0842643785651602
3,6,3,1,26,1,2014,4,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.8396530091839043
3,3,16,0,18,0,2014,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.441863393702259
4,4,16,1,26,1,2014,4,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.070566732177022
4,2,6,0,23,1,2014,4,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5.5307209981713505
1,9,34,1,24,1,2014,4,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.5672724118706929
1,8,7,1,25,0,2014,4,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.3899163238938748
1,4,25,1,24,0,2014,4,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-2.730052020001204
2,6,50,0,17,1,2014,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8972088303695525
2,6,7,0,19,1,2014,4,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,24.696828016362126
2,3,41,0,1,1,2014,4,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.06613904086665061
2,2,14,1,24,1,2014,4,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.9883955778236004
2,0,55,1,26,0,2014,4,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9682017856740397
2,0,28,0,2,0,2014,4,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.13602768530571485
2,0,24,1,23,1,2014,4,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.3919756486621153
3,8,57,1,24,0,2014,4,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.3244811546864979
3,4,20,0,17,1,2014,4,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.2168985227259965
4,10,48,0,19,0,2014,4,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,497.6530615692753
4,8,35,0,15,1,2014,4,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.7756444576986614
4,8,15,1,24,1,2014,4,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.025968247961345108
4,6,56,1,24,1,2014,4,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4990291142020381
4,6,28,1,24,1,2014,4,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8127699308310211
4,6,1,0,8,1,2014,4,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.030769617925423286
4,5,23,1,24,0,2014,4,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.629743880758897
4,3,39,0,20,0,2014,4,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.02143736249572504
4,1,45,0,1,1,2014,4,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.03509474494275393
4,1,13,1,24,0,2014,4,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3151711873214739
5,2,44,0,23,0,2014,4,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.2397224083508176
5,2,40,1,23,1,2014,4,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.338069005096755
5,1,0,1,25,0,2014,4,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.753864143592225
5,0,26,0,17,0,2014,4,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.561670240910383
1,8,43,1,25,1,2014,4,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2578942356862971
1,7,51,1,26,1,2014,4,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0449754955512764
1,6,17,1,27,1,2014,4,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2237459414299006
1,4,59,1,26,1,2014,4,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.7928952687728426
1,2,52,1,24,0,2014,4,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.1339933073768085
1,1,49,1,23,0,2014,4,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2231626900754524
2,3,37,1,26,1,2014,4,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.9163899604210406
2,3,9,1,28,1,2014,4,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.206757115524774
2,2,10,0,17,0,2014,4,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.067837220856708
2,0,1,1,30,0,2014,4,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.4801325138637196
3,7,43,1,25,0,2014,4,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.082072192846049
3,2,40,1,26,0,2014,4,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.2285038266007086
3,2,6,0,10,0,2014,4,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.023549128505401334
3,1,59,0,20,0,2014,4,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.2646848189303042
4,8,10,0,16,0,2014,4,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.8518545807148703
4,5,41,1,26,0,2014,4,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.31558567087580824
4,1,48,0,1,1,2014,4,14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.03509474494275393
4,1,25,1,26,1,2014,4,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.338347221277063
1,5,9,1,25,0,2014,10,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5010348117587953
2,8,49,0,2,1,2014,10,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.12971788669423054
2,6,43,0,1,1,2014,10,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.05469780721608737
2,5,36,1,24,0,2014,10,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-3.2015658703603145
2,4,59,0,10,0,2014,10,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05494796651260312
2,1,6,0,8,0,2014,10,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4983636545675786
3,10,18,1,23,0,2014,10,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.37393708734036
3,8,2,1,25,0,2014,10,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.4092421744900083
3,4,26,1,24,1,2014,10,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.1338642626836476
3,2,33,0,2,0,2014,10,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.10525618214431777
3,0,42,1,24,0,2014,10,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2839196533207826
4,5,58,0,4,1,2014,10,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.20091886350804472
4,3,27,0,3,1,2014,10,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.14288755376440093
4,2,12,1,25,0,2014,10,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.38264860710198
